,local_surrogate,representation,Sex,Age,Nationality,Highest_education_level_completed,Ethnicity_simplified,QT.1,QT.2,QT.3,QT.4,trust,Duration_in_seconds,QU.1,QU.2,QU.3,QU.4,QU.5,QU.6,QU.7,QU.8,understanding,QS.1,QS.2,QS.3,QS.4,QS.5,QS.6,QS.7,QS.8,satisfaction,b_precision_understanding,b_recall_understanding,b_top_understanding,b_trust,b_ord_trust,increased_trust_after_xai,perceived_trust_in_xai,perceived_understanding_in_xai,time,domain
102,1,0,Male,28,United Kingdom,3,White,5,5,5,5,5.0,614.0,4,4,2,2,4,4,3,4,3.375,5,4,4,4,2,4,3,4,3.75,1.0,0.9,1.0,0.3333333333333333,0.25,0.0,3.5,4.25,49.278999999999996,Obesity
103,1,0,Male,25,Greece,2,White,5,6,5,5,5.25,672.0,4,4,4,2,4,5,4,5,4.0,4,5,3,3,4,5,4,4,4.0,1.0,1.0,1.0,0.5,0.25,0.75,4.25,5.0,43.659,Obesity
104,1,0,Female,19,Nigeria,3,Black,6,6,5,6,5.75,717.0,4,4,4,5,4,5,4,5,4.375,5,5,5,5,4,5,4,3,4.5,1.0,0.2583333333333333,0.25,0.0,0.0,0.5,3.5,4.75,40.59075,Obesity
105,1,0,Female,23,South Africa,0,Black,6,6,5,6,5.75,785.0,5,5,5,5,5,5,5,5,5.0,5,5,5,5,5,5,5,5,5.0,0.7666666666666666,0.45416666666666666,0.0,1.0,0.5,0.25,5.0,5.0,53.585499999999996,Obesity
106,1,0,Female,23,South Africa,0,Black,6,5,6,5,5.5,1096.0,3,4,3,4,5,3,5,4,3.875,5,4,5,3,4,5,3,4,4.125,0.75,0.24583333333333335,0.75,0.0,-0.75,-0.25,3.0,3.0,89.28,Obesity
107,1,0,Female,23,South Africa,2,Black,3,1,3,3,2.5,1170.0,1,4,2,5,1,1,5,5,3.0,3,2,1,1,1,1,3,5,2.125,0.28422619047619047,0.5291666666666667,0.75,0.3333333333333333,0.25,0.25,2.75,3.5,83.78375,Obesity
108,1,0,Female,27,Portugal,0,White,5,5,5,5,5.0,1296.0,4,3,3,4,4,4,4,4,3.75,4,4,3,4,5,4,4,4,4.0,0.4583333333333333,0.4041666666666667,0.25,0.3333333333333333,0.25,0.0,4.0,4.0,40.7415,Obesity
109,1,0,Female,53,South Africa,0,Mixed,5,5,3,4,4.25,1333.0,2,2,2,1,3,3,4,2,2.375,4,2,3,2,3,4,3,4,3.125,0.75,0.4875,0.75,0.5,0.5,0.5,4.0,4.0,115.28625,Obesity
110,1,0,Male,22,South Africa,2,Black,5,5,5,4,4.75,1492.0,5,4,4,4,4,4,4,5,4.25,4,4,5,4,4,3,4,4,4.0,1.0,0.5375,0.5,0.5,0.5,0.25,4.0,4.25,121.4205,Obesity
111,1,0,Male,22,Portugal,2,White,5,5,5,5,5.0,1206.0,4,3,3,4,3,4,4,4,3.625,5,5,5,5,4,4,3,5,4.5,1.0,1.0,1.0,0.5,0.25,0.25,4.0,5.0,77.62174999999999,Obesity
112,1,0,Male,28,Poland,2,White,5,5,4,5,4.75,725.0,4,4,3,4,4,4,3,4,3.75,4,4,5,4,3,3,4,4,3.875,0.25,0.30833333333333335,0.25,1.0,1.0,-0.25,4.25,4.25,42.173500000000004,Obesity
113,1,0,Female,27,Germany,2,White,5,5,6,6,5.5,713.0,5,4,4,4,4,4,5,5,4.375,5,4,4,5,5,5,4,4,4.5,1.0,0.4875,1.0,0.5,0.25,0.5,4.25,4.75,69.965,Obesity
114,1,0,Female,43,United Kingdom,2,White,6,6,6,7,6.25,781.0,5,5,5,5,4,5,4,5,4.75,4,4,5,5,4,4,4,3,4.125,1.0,0.9,1.0,1.0,0.75,0.5,4.5,4.25,62.3445,Obesity
115,1,0,Male,24,South Africa,0,Mixed,6,6,5,6,5.75,1188.0,3,4,4,5,5,5,5,5,4.5,5,5,5,4,5,3,4,4,4.375,1.0,0.5375,1.0,1.0,0.25,1.5,4.75,4.25,61.3555,Obesity
116,1,0,Female,33,Italy,0,White,4,5,4,4,4.25,676.0,4,4,4,4,4,3,4,4,3.875,4,4,3,3,4,3,2,3,3.25,0.3821428571428572,0.5666666666666667,0.75,0.3333333333333333,0.25,0.0,3.25,4.25,40.37875,Obesity
117,1,0,Male,25,Portugal,2,White,5,6,5,5,5.25,414.0,4,4,3,4,4,3,4,4,3.75,4,4,4,3,4,3,3,3,3.5,1.0,0.2583333333333333,1.0,0.0,0.0,-0.25,3.75,4.0,30.900499999999997,Obesity
118,1,0,Male,25,Poland,3,White,4,5,4,6,4.75,399.0,3,3,2,5,4,4,4,5,3.75,5,4,5,3,4,2,4,3,3.75,0.31875,0.6458333333333334,0.5,0.3333333333333333,0.25,0.25,3.5,4.5,27.7925,Obesity
119,1,0,Female,29,Greece,3,White,4,4,4,4,4.0,853.0,4,3,2,4,3,3,3,4,3.25,4,4,4,4,4,3,3,3,3.625,0.5,0.7625,0.75,0.0,0.0,-0.25,3.0,3.5,40.798249999999996,Obesity
120,1,1,Female,28,Poland,3,White,5,5,5,6,5.25,452.0,4,4,4,3,3,4,4,4,3.75,4,3,4,4,3,3,3,2,3.25,1.0,1.0,1.0,0.6666666666666666,0.5,0.0,4.0,4.25,38.370000000000005,Obesity
121,1,1,Female,23,Poland,0,White,4,4,3,5,4.0,539.0,2,3,2,2,2,2,4,4,2.625,4,4,2,2,2,2,2,3,2.625,0.32916666666666666,0.4041666666666667,0.5,0.0,0.25,0.75,3.25,4.0,41.40175,Obesity
122,1,1,Male,42,Portugal,3,White,6,6,5,6,5.75,530.0,4,5,4,4,4,4,5,4,4.25,5,4,4,4,5,4,4,4,4.25,0.6666666666666666,0.4958333333333333,1.0,0.6666666666666666,0.5,0.0,4.0,4.0,39.96475,Obesity
123,1,1,Female,31,France,3,White,5,5,4,4,4.5,591.0,4,3,2,4,4,4,4,4,3.625,5,4,4,3,4,4,4,4,4.0,1.0,0.8375,1.0,0.0,0.0,0.0,3.5,4.0,38.557249999999996,Obesity
124,1,1,Female,27,South Africa,3,Black,5,6,4,4,4.75,591.0,3,4,3,5,4,4,3,4,3.75,4,4,5,4,4,4,3,3,3.875,0.8375,0.95,1.0,0.5,0.25,0.0,3.5,4.75,47.387249999999995,Obesity
125,1,1,Male,20,Portugal,0,White,3,4,3,3,3.25,649.0,3,2,1,3,3,3,3,3,2.625,3,3,2,2,2,1,2,2,2.125,0.5750000000000001,0.6166666666666667,0.5,0.3333333333333333,0.25,-0.25,3.0,3.25,44.46125,Obesity
126,1,1,Female,26,Portugal,3,Mixed,5,6,6,6,5.75,732.0,4,4,4,4,5,4,4,4,4.125,5,5,5,5,5,5,5,5,5.0,0.625,0.6375,0.5,0.5,0.5,0.5,4.25,4.75,33.196749999999994,Obesity
127,1,1,Male,31,Portugal,2,White,5,6,4,5,5.0,689.0,4,4,4,4,4,4,4,4,4.0,4,3,4,4,4,3,4,4,3.75,0.47142857142857136,0.5166666666666666,1.0,0.0,0.0,-0.25,4.25,4.5,40.121750000000006,Obesity
128,1,1,Male,26,Italy,0,White,5,5,4,5,4.75,815.0,3,4,2,3,4,4,3,3,3.25,5,4,4,4,4,3,3,3,3.75,1.0,0.875,1.0,0.0,0.25,-0.25,3.0,3.0,51.79775,Obesity
129,1,1,Female,47,Slovenia,0,White,6,7,6,7,6.5,1227.0,5,4,4,5,5,5,5,5,4.75,5,4,5,4,5,3,5,5,4.5,0.41666666666666663,0.45416666666666666,0.5,0.0,0.0,-0.25,3.75,4.5,110.876,Obesity
130,1,1,Female,22,South Africa,2,Black,2,6,3,5,4.0,1181.0,2,2,3,3,4,1,4,3,2.75,4,1,2,1,4,1,3,4,2.5,1.0,0.875,0.75,0.0,0.0,0.75,3.25,3.75,56.3195,Obesity
132,1,1,Male,46,Mexico,2,Mixed,5,5,5,5,5.0,1317.0,4,4,2,4,4,4,4,4,3.75,5,4,4,4,4,4,4,4,4.125,0.7291666666666666,0.8375,0.75,0.0,0.0,0.25,4.75,4.75,115.34525,Obesity
133,1,1,Female,24,Israel,2,Other,5,4,4,5,4.5,1313.0,4,4,2,3,4,4,4,4,3.625,4,3,2,2,4,3,2,3,2.875,0.9375,0.9375,0.75,0.6666666666666666,0.5,-1.5,3.25,3.0,69.32499999999999,Obesity
134,1,1,Female,27,South Africa,3,Black,7,1,6,6,5.0,1475.0,5,5,4,5,5,5,5,5,4.875,5,5,5,5,4,4,4,5,4.625,0.7125,0.7625,0.75,1.0,0.75,-0.25,4.75,4.75,113.267,Obesity
135,1,1,Female,49,South Africa,3,Black,4,4,4,4,4.0,1850.0,2,4,2,2,4,2,4,2,2.75,4,2,2,2,4,1,2,4,2.625,0.5416666666666666,0.9375,1.0,0.3333333333333333,0.25,-0.75,3.75,3.75,176.73899999999998,Obesity
136,1,1,Female,22,Poland,0,White,5,5,6,6,5.5,2014.0,4,4,1,2,4,4,4,5,3.5,5,4,4,4,4,5,3,5,4.25,1.0,0.8875,1.0,0.6666666666666666,0.5,0.25,4.0,4.5,71.17125,Obesity
137,1,1,Male,29,United Kingdom,0,White,5,6,6,6,5.75,467.0,4,4,2,1,4,4,4,4,3.375,5,4,4,5,4,2,3,3,3.75,1.0,1.0,1.0,0.0,0.0,0.25,4.0,4.75,39.569,Obesity
138,1,1,Female,24,South Africa,2,Black,4,4,3,4,3.75,931.0,4,4,4,3,3,4,3,3,3.5,4,3,3,3,4,3,3,4,3.375,0.95,0.8875,0.75,0.0,0.25,0.0,2.75,2.5,83.71625,Obesity
139,1,1,Female,27,South Africa,2,Black,4,4,4,3,3.75,1480.0,4,4,4,4,4,4,4,4,4.0,4,4,4,3,4,4,4,4,3.875,0.5791666666666666,0.6041666666666666,0.75,0.5,0.25,0.0,4.25,4.5,111.10275,Obesity
140,1,1,Male,21,Poland,0,White,6,5,6,6,5.75,1401.0,5,5,4,5,4,5,5,5,4.75,4,5,5,5,5,3,3,5,4.375,0.9375,0.9375,1.0,0.0,0.0,0.0,4.0,4.75,96.10175000000001,Obesity
